ID;Item;Item Level;Classes;Category;Bind;Version
78657;Colossal Dragonplate Battleplate;410;Warrior;Plate Chest;Binds when picked up;Heroic
76984;Colossal Dragonplate Battleplate;397;Warrior;Plate Chest;Binds when picked up;Normal
78752;Colossal Dragonplate Battleplate;384;Warrior;Plate Chest;Binds when picked up;LFR
78658;Colossal Dragonplate Chestguard;410;Warrior;Plate Chest;Binds when picked up;Heroic
76988;Colossal Dragonplate Chestguard;397;Warrior;Plate Chest;Binds when picked up;Normal
78753;Colossal Dragonplate Chestguard;384;Warrior;Plate Chest;Binds when picked up;LFR
78689;Colossal Dragonplate Faceguard;410;Warrior;Plate Head;Binds when picked up;Heroic
76990;Colossal Dragonplate Faceguard;397;Warrior;Plate Head;Binds when picked up;Normal
78784;Colossal Dragonplate Faceguard;384;Warrior;Plate Head;Binds when picked up;LFR
78668;Colossal Dragonplate Gauntlets;410;Warrior;Plate Hands;Binds when picked up;Heroic
76985;Colossal Dragonplate Gauntlets;397;Warrior;Plate Hands;Binds when picked up;Normal
78763;Colossal Dragonplate Gauntlets;384;Warrior;Plate Hands;Binds when picked up;LFR
78669;Colossal Dragonplate Handguards;410;Warrior;Plate Hands;Binds when picked up;Heroic
76989;Colossal Dragonplate Handguards;397;Warrior;Plate Hands;Binds when picked up;Normal
78764;Colossal Dragonplate Handguards;384;Warrior;Plate Hands;Binds when picked up;LFR
78688;Colossal Dragonplate Helmet;410;Warrior;Plate Head;Binds when picked up;Heroic
76983;Colossal Dragonplate Helmet;397;Warrior;Plate Head;Binds when picked up;Normal
78783;Colossal Dragonplate Helmet;384;Warrior;Plate Head;Binds when picked up;LFR
78705;Colossal Dragonplate Legguards;410;Warrior;Plate Legs;Binds when picked up;Heroic
76991;Colossal Dragonplate Legguards;397;Warrior;Plate Legs;Binds when picked up;Normal
78800;Colossal Dragonplate Legguards;384;Warrior;Plate Legs;Binds when picked up;LFR
78706;Colossal Dragonplate Legplates;410;Warrior;Plate Legs;Binds when picked up;Heroic
76986;Colossal Dragonplate Legplates;397;Warrior;Plate Legs;Binds when picked up;Normal
78801;Colossal Dragonplate Legplates;384;Warrior;Plate Legs;Binds when picked up;LFR
78735;Colossal Dragonplate Pauldrons;410;Warrior;Plate Shoulder;Binds when picked up;Heroic
76987;Colossal Dragonplate Pauldrons;397;Warrior;Plate Shoulder;Binds when picked up;Normal
78830;Colossal Dragonplate Pauldrons;384;Warrior;Plate Shoulder;Binds when picked up;LFR
78734;Colossal Dragonplate Shoulderguards;410;Warrior;Plate Shoulder;Binds when picked up;Heroic
76992;Colossal Dragonplate Shoulderguards;397;Warrior;Plate Shoulder;Binds when picked up;Normal
78829;Colossal Dragonplate Shoulderguards;384;Warrior;Plate Shoulder;Binds when picked up;LFR
78561;Cord of Dragon Sinew;410;None;Mail Waist;Binds when picked up;Heroic
77182;Cord of Dragon Sinew;397;None;Mail Waist;Binds when picked up;Normal
78642;Cord of Dragon Sinew;384;None;Mail Waist;Binds when picked up;LFR
72798;Cord of Lost Hope;378;None;Leather Waist;Binds when picked up;Normal
62386;Cord of the Raven Queen;359;None;Cloth Waist;Binds when picked up;Normal
78391;Cord of the Slain Champion;410;None;Cloth Waist;Binds when picked up;Heroic
77255;Cord of the Slain Champion;397;None;Cloth Waist;Binds when picked up;Normal
78398;Cord of the Slain Champion;384;None;Cloth Waist;Binds when picked up;LFR
56539;Corded Viper Belt;359;None;Mail Waist;Binds when picked up;Normal
58184;Core of Ripeness;359;None;Trinket;Binds when picked up;Normal
67141;Corefire Legplates;359;None;Plate Legs;Binds when picked up;Normal
65011;Corehammer's Riveted Girdle;372;None;Plate Waist;Binds when picked up;Heroic
59465;Corehammer's Riveted Girdle;359;None;Plate Waist;Binds when picked up;Normal
71335;Coren's Chilled Chromium Coaster;365;None;Trinket;Binds when picked up;Normal
72855;Corrupted Carapace;378;None;Off Hand;Binds when picked up;Normal
69230;Corrupted Egg of Millagazor;70;None;Mount Items;Binds when picked up;Normal
72582;Corrupted Hippogryph;60;None;None;Binds when picked up;Normal
76158;Courtier's Slippers;378;None;Cloth Feet;Binds when picked up;Normal
71146;Covenant of the Flame;378;None;Relic;Binds when picked up;Normal
76152;Cowl of Destiny;378;None;Cloth Head;Binds when picked up;Normal
78700;Cowl of Dying Light;410;Priest;Cloth Head;Binds when picked up;Heroic
76358;Cowl of Dying Light;397;Priest;Cloth Head;Binds when picked up;Normal
78795;Cowl of Dying Light;384;Priest;Cloth Head;Binds when picked up;LFR
72839;Cowl of Highborne Sorcerors;378;None;Cloth Head;Binds when picked up;Normal
71272;Cowl of the Cleansing Flame;378;Priest;Cloth Head;Binds when picked up;Normal
71040;Cowl of the Clicking Menace;378;None;Leather Head;Binds when picked up;Normal
70912;Cracked Obsidian Stompers;378;None;Plate Feet;Binds when picked up;Normal
71841;Crafty Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
70985;Craterflame Spaulders;378;None;Mail Shoulder;Binds when picked up;Normal
60847;Crawling Claw;1;None;Companion Items;Binds when picked up;Normal
77992;Creche of the Final Dragon;410;None;Trinket;Binds when picked up;Heroic
77205;Creche of the Final Dragon;397;None;Trinket;Binds when picked up;Normal
77972;Creche of the Final Dragon;384;None;Trinket;Binds when picked up;LFR
72812;Crescent Moon;378;None;One-Handed Axes;Binds when picked up;Normal
72871;Crescent Wand;378;None;Wands;Binds when picked up;Normal
65098;Crossfire Carbine;372;None;Guns;Binds when picked up;Heroic
60210;Crossfire Carbine;359;None;Guns;Binds when picked up;Normal
65020;Crown of Burning Waters;372;None;Cloth Head;Binds when picked up;Heroic
59452;Crown of Burning Waters;359;None;Cloth Head;Binds when picked up;Normal
72820;Crown of Epochs;378;None;Plate Head;Binds when picked up;Normal
71616;Crown of Flame;397;None;Mail Head;Binds when picked up;Heroic
71356;Crown of Flame;384;None;Mail Head;Binds when picked up;Normal
78850;Crown of the Corrupted Conqueror;410;Paladin, Priest, Warlock;Armor Tokens;Binds when picked up;Heroic
78182;Crown of the Corrupted Conqueror;397;Paladin, Priest, Warlock;Armor Tokens;Binds when picked up;Normal
78869;Crown of the Corrupted Conqueror;384;Paladin, Priest, Warlock;Armor Tokens;Binds when picked up;LFR
78851;Crown of the Corrupted Protector;410;Warrior, Hunter, Shaman;Armor Tokens;Binds when picked up;Heroic
78177;Crown of the Corrupted Protector;397;Warrior, Hunter, Shaman;Armor Tokens;Binds when picked up;Normal
78870;Crown of the Corrupted Protector;384;Warrior, Hunter, Shaman;Armor Tokens;Binds when picked up;LFR
78852;Crown of the Corrupted Vanquisher;410;Rogue, Death Knight, Mage, Druid;Armor Tokens;Binds when picked up;Heroic
78172;Crown of the Corrupted Vanquisher;397;Rogue, Death Knight, Mage, Druid;Armor Tokens;Binds when picked up;Normal
78868;Crown of the Corrupted Vanquisher;384;Rogue, Death Knight, Mage, Druid;Armor Tokens;Binds when picked up;LFR
65001;Crown of the Forlorn Conqueror;85;Paladin, Priest, Warlock;Armor Tokens;Binds when picked up;Normal
65000;Crown of the Forlorn Protector;85;Warrior, Hunter, Shaman;Armor Tokens;Binds when picked up;Normal
65002;Crown of the Forlorn Vanquisher;85;Rogue, Death Knight, Mage, Druid;Armor Tokens;Binds when picked up;Normal
60237;Crown of the Twilight Queen;379;None;Cloth Head;Binds when picked up;Normal
65024;Crul'korak, the Lightning's Arc;372;None;One-Handed Axes;Binds when picked up;Heroic
59443;Crul'korak, the Lightning's Arc;359;None;One-Handed Axes;Binds when picked up;Normal
65118;Crushing Weight;372;None;Trinket;Binds when picked up;Heroic
59506;Crushing Weight;359;None;Trinket;Binds when picked up;Normal
71024;Crystal Prison Band;378;None;Finger;Binds when picked up;Normal
71210;Crystalline Brimstone Ring;378;None;Finger;Binds when picked up;Normal
78890;Crystalline Geode;85;None;Other Items;Binds when picked up;Normal
65249;Cuirass of the Raging Elements;372;Shaman;Mail Chest;Binds when picked up;Heroic
60318;Cuirass of the Raging Elements;359;Shaman;Mail Chest;Binds when picked up;Normal
78000;Cunning of the Cruel;410;None;Trinket;Binds when picked up;Heroic
77208;Cunning of the Cruel;397;None;Trinket;Binds when picked up;Normal
77980;Cunning of the Cruel;384;None;Trinket;Binds when picked up;LFR
78432;Curled Twilight Claw;410;Warrior, Paladin, Death Knight;Finger;Binds when picked up;Heroic
78013;Curled Twilight Claw;397;Warrior, Paladin, Death Knight;Finger;Binds when picked up;Normal
78440;Curled Twilight Claw;384;Warrior, Paladin, Death Knight;Finger;Binds when picked up;LFR
60226;Dargonax's Signet;379;None;Finger;Binds when picked up;Normal
71046;Dark Phoenix Gloves;378;Rogue;Leather Hands;Binds when picked up;Normal
71047;Dark Phoenix Helmet;378;Rogue;Leather Head;Binds when picked up;Normal
71048;Dark Phoenix Legguards;378;Rogue;Leather Legs;Binds when picked up;Normal
71049;Dark Phoenix Spaulders;378;Rogue;Leather Shoulder;Binds when picked up;Normal
71045;Dark Phoenix Tunic;378;Rogue;Leather Chest;Binds when picked up;Normal
62048;Darkmoon Card: Earthquake;359;None;Trinket;Binds when equipped;Normal
62049;Darkmoon Card: Hurricane;359;None;Trinket;Binds when equipped;Normal
62051;Darkmoon Card: Hurricane;359;None;Trinket;Binds when equipped;Normal
62050;Darkmoon Card: Tsunami;359;None;Trinket;Binds when equipped;Normal
62047;Darkmoon Card: Volcano;359;None;Trinket;Binds when equipped;Normal
73766;Darkmoon Dancing Bear;20;None;Mount Items;Binds when picked up;Normal
78558;Darting Chakram;410;None;None;Binds when picked up;Heroic
77087;Darting Chakram;397;None;None;Binds when picked up;Normal
78638;Darting Chakram;384;None;None;Binds when picked up;LFR
72859;Dawnslayer Helm;378;None;Mail Head;Binds when picked up;Normal
65096;Daybreaker Helm;372;None;Plate Head;Binds when picked up;Heroic
63531;Daybreaker Helm;359;None;Plate Head;Binds when picked up;Normal
72799;Dead End Boots;378;None;Mail Feet;Binds when picked up;Normal
59456;Deadly Bio-Optic Killshades;359;None;Mail Head;Binds when picked up;Normal
71840;Deadly Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
69608;Deathcharged Wristguards;353;None;Plate Wrist;Binds when picked up;Normal
70939;Deathclutch Figurine;378;None;Relic;Binds when picked up;Normal
71988;Deathscale Leggings;397;None;Mail Legs;Binds when picked up;Normal
78505;Decaying Herbalist's Robes;410;None;Leather Chest;Binds when picked up;Heroic
77127;Decaying Herbalist's Robes;397;None;Leather Chest;Binds when picked up;Normal
78582;Decaying Herbalist's Robes;384;None;Leather Chest;Binds when picked up;LFR
71315;Decimation Treads;378;None;Mail Feet;Binds when picked up;Normal
78696;Deep Earth Cover;410;Druid;Leather Head;Binds when picked up;Heroic
77019;Deep Earth Cover;397;Druid;Leather Head;Binds when picked up;Normal
78791;Deep Earth Cover;384;Druid;Leather Head;Binds when picked up;LFR
78676;Deep Earth Gloves;410;Druid;Leather Hands;Binds when picked up;Heroic
77018;Deep Earth Gloves;397;Druid;Leather Hands;Binds when picked up;Normal
78771;Deep Earth Gloves;384;Druid;Leather Hands;Binds when picked up;LFR
78684;Deep Earth Grips;410;Druid;Leather Hands;Binds when picked up;Heroic
77014;Deep Earth Grips;397;Druid;Leather Hands;Binds when picked up;Normal
78779;Deep Earth Grips;384;Druid;Leather Hands;Binds when picked up;LFR
78680;Deep Earth Handwraps;410;Druid;Leather Hands;Binds when picked up;Heroic
76749;Deep Earth Handwraps;397;Druid;Leather Hands;Binds when picked up;Normal
78775;Deep Earth Handwraps;384;Druid;Leather Hands;Binds when picked up;LFR
78694;Deep Earth Headpiece;410;Druid;Leather Head;Binds when picked up;Heroic
77015;Deep Earth Headpiece;397;Druid;Leather Head;Binds when picked up;Normal
78789;Deep Earth Headpiece;384;Druid;Leather Head;Binds when picked up;LFR
78690;Deep Earth Helm;410;Druid;Leather Head;Binds when picked up;Heroic
76750;Deep Earth Helm;397;Druid;Leather Head;Binds when picked up;Normal
78785;Deep Earth Helm;384;Druid;Leather Head;Binds when picked up;LFR
78714;Deep Earth Leggings;410;Druid;Leather Legs;Binds when picked up;Heroic
77020;Deep Earth Leggings;397;Druid;Leather Legs;Binds when picked up;Normal
78809;Deep Earth Leggings;384;Druid;Leather Legs;Binds when picked up;LFR
78713;Deep Earth Legguards;410;Druid;Leather Legs;Binds when picked up;Heroic
77016;Deep Earth Legguards;397;Druid;Leather Legs;Binds when picked up;Normal
78808;Deep Earth Legguards;384;Druid;Leather Legs;Binds when picked up;LFR
78710;Deep Earth Legwraps;410;Druid;Leather Legs;Binds when picked up;Heroic
76751;Deep Earth Legwraps;397;Druid;Leather Legs;Binds when picked up;Normal
78805;Deep Earth Legwraps;384;Druid;Leather Legs;Binds when picked up;LFR
78740;Deep Earth Mantle;410;Druid;Leather Shoulder;Binds when picked up;Heroic
76753;Deep Earth Mantle;397;Druid;Leather Shoulder;Binds when picked up;Normal
78835;Deep Earth Mantle;384;Druid;Leather Shoulder;Binds when picked up;LFR
78665;Deep Earth Raiment;410;Druid;Leather Chest;Binds when picked up;Heroic
77013;Deep Earth Raiment;397;Druid;Leather Chest;Binds when picked up;Normal
78760;Deep Earth Raiment;384;Druid;Leather Chest;Binds when picked up;LFR
78660;Deep Earth Robes;410;Druid;Leather Chest;Binds when picked up;Heroic
76752;Deep Earth Robes;397;Druid;Leather Chest;Binds when picked up;Normal
78755;Deep Earth Robes;384;Druid;Leather Chest;Binds when picked up;LFR
78744;Deep Earth Shoulderwraps;410;Druid;Leather Shoulder;Binds when picked up;Heroic
77022;Deep Earth Shoulderwraps;397;Druid;Leather Shoulder;Binds when picked up;Normal
78839;Deep Earth Shoulderwraps;384;Druid;Leather Shoulder;Binds when picked up;LFR
78743;Deep Earth Spaulders;410;Druid;Leather Shoulder;Binds when picked up;Heroic
77017;Deep Earth Spaulders;397;Druid;Leather Shoulder;Binds when picked up;Normal
78838;Deep Earth Spaulders;384;Druid;Leather Shoulder;Binds when picked up;LFR
78662;Deep Earth Vestment;410;Druid;Leather Chest;Binds when picked up;Heroic
77021;Deep Earth Vestment;397;Druid;Leather Chest;Binds when picked up;Normal
78757;Deep Earth Vestment;384;Druid;Leather Chest;Binds when picked up;LFR
71807;Deepholm Iolite;85;None;Blue Gems;Binds when picked up;Normal
71872;Defender's Shadow Spinel;85;None;Purple Gems;Binds when picked up;Normal
70940;Deflecting Brimstone Band;378;None;Finger;Binds when picked up;Normal
71218;Deflecting Star;378;None;None;Binds when picked up;Normal
71848;Deft Lava Coral;85;None;Orange Gems;Binds when picked up;Normal
69923;Delicate Blazejewel;85;None;Red Gems;Binds when picked up;Normal
52258;Delicate Chimera's Eye;85;None;Red Gems;Binds when picked up;Normal
71879;Delicate Queen's Garnet;85;None;Red Gems;Binds when picked up;Normal
78564;Demonbone Waistguard;410;None;Plate Waist;Binds when picked up;Heroic
77185;Demonbone Waistguard;397;None;Plate Waist;Binds when picked up;Normal
78645;Demonbone Waistguard;384;None;Plate Waist;Binds when picked up;LFR
72878;Demonic Skull;378;None;Held In Off-hand;Binds when picked up;Normal
72841;Demonsbane Chestguard;378;None;Mail Chest;Binds when picked up;Normal
72868;Desecrated Shoulderguards;378;None;Leather Shoulder;Binds when picked up;Normal
62450;Desert Walker Sandals;359;None;Cloth Feet;Binds when picked up;Normal
52461;Design: Band of Blades;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52381;Design: Bold Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52464;Design: Brazen Elementium Medallion;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52449;Design: Brilliant Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52447;Design: Delicate Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52460;Design: Elementium Destroyer's Ring;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52467;Design: Elementium Guardian;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52463;Design: Elementium Moebius Band;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52465;Design: Entwined Elementium Choker;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52466;Design: Eye of Many Deaths;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52448;Design: Flashing Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52459;Design: Fractured Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52457;Design: Mystic Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52450;Design: Precise Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
69853;Design: Punisher's Band;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52458;Design: Quick Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52454;Design: Rigid Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52462;Design: Ring of Warring Elements;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52456;Design: Smooth Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52451;Design: Solid Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52452;Design: Sparkling Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52453;Design: Stormy Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
52455;Design: Subtle Chimera's Eye;83;None;Jewelcrafting Designs;Binds when picked up;Normal
71331;Direbrew's Bloodied Shanker;365;None;Daggers;Binds when picked up;Normal
65122;Dispersing Belt;372;None;Leather Waist;Binds when picked up;Heroic
59502;Dispersing Belt;359;None;Leather Waist;Binds when picked up;Normal
72816;Distortion Greaves;378;None;Mail Legs;Binds when picked up;Normal
67133;Dizze's Whirling Robe;359;None;Cloth Chest;Binds when picked up;Normal
67137;Don Rodrigo's Fabulous Necklace;359;None;Neck;Binds when picked up;Normal
69945;Don Tayo's Inferno Mittens;378;None;Cloth Hands;Binds when picked up;Normal
67130;Dorian's Lost Necklace;359;None;Neck;Binds when picked up;Normal
67134;Dory's Finery;359;None;Back;Binds when picked up;Normal
65073;Double Attack Handguards;372;None;Leather Hands;Binds when picked up;Heroic
59223;Double Attack Handguards;359;None;Leather Hands;Binds when picked up;Normal
65038;Dragon Bone Warhelm;372;None;Plate Head;Binds when picked up;Heroic
59344;Dragon Bone Warhelm;359;None;Plate Head;Binds when picked up;Normal
78571;Dragonbelly Bracers;410;None;Mail Wrist;Binds when picked up;Heroic
77321;Dragonbelly Bracers;397;None;Mail Wrist;Binds when picked up;Normal
78653;Dragonbelly Bracers;384;None;Mail Wrist;Binds when picked up;LFR
78885;Dragoncarver Belt;397;None;Mail Waist;Binds when picked up;Normal
69939;Dragonfire Gloves;378;None;Mail Hands;Binds when picked up;Normal
77938;Dragonfire Orb;397;None;Held In Off-hand;Binds when picked up;Normal
78501;Dragonflayer Vest;410;None;Mail Chest;Binds when picked up;Heroic
77124;Dragonflayer Vest;397;None;Mail Chest;Binds when picked up;Normal
78579;Dragonflayer Vest;384;None;Mail Chest;Binds when picked up;LFR
78436;Dragonfracture Belt;410;None;Plate Waist;Binds when picked up;Heroic
77244;Dragonfracture Belt;397;None;Plate Waist;Binds when picked up;Normal
78444;Dragonfracture Belt;384;None;Plate Waist;Binds when picked up;LFR
65095;Dragonheart Piercer;372;None;Crossbows;Binds when picked up;Heroic
63532;Dragonheart Piercer;359;None;Crossbows;Binds when picked up;Normal
56564;Dragonkiller Tunic;359;None;Mail Chest;Binds when picked up;Normal
56550;Dragonscale Leg Armor;85;None;Item Enhancements (Permanent);Binds when picked up;Normal
72804;Dragonshrine Scepter;378;None;One-Handed Maces;Binds when picked up;Normal
72869;Dragonsmaw Blaster;378;None;Guns;Binds when picked up;Normal
71086;Dragonwrath, Tarecgosa's Rest;397;None;Staves;Binds when picked up;Normal
68608;Dragonwreck Throwing Axe;359;None;None;Binds when picked up;Normal
71720;Drakehide Leg Armor;85;None;Item Enhancements (Permanent);Binds when picked up;Normal
67140;Drape of Inimitable Fate;359;None;Back;Binds when picked up;Normal
65108;Drape of the Twins;372;None;Back;Binds when picked up;Heroic
59516;Drape of the Twins;359;None;Back;Binds when picked up;Normal
76160;Drapes of the Dragonshrine;378;None;Back;Binds when picked up;Normal
70992;Dreadfire Drape;378;None;Back;Binds when picked up;Normal
78506;Dreamcrusher Drape;410;None;Back;Binds when picked up;Heroic
77097;Dreamcrusher Drape;397;None;Back;Binds when picked up;Normal
78586;Dreamcrusher Drape;384;None;Back;Binds when picked up;LFR
54503;Dreamless Belt;359;None;Cloth Waist;Binds when picked up;Normal
71990;Dreamwraps of the Light;397;None;Cloth Wrist;Binds when picked up;Normal
70930;Durable Flamewrath Greatcloak;378;None;Back;Binds when picked up;Normal
70141;Dwyer's Caber;365;None;Trinket;Binds when picked up;Normal
71004;Earthcrack Bracers;378;None;Plate Wrist;Binds when picked up;Normal
65264;Earthen Battleplate;372;Warrior;Plate Chest;Binds when picked up;Heroic
60323;Earthen Battleplate;359;Warrior;Plate Chest;Binds when picked up;Normal
65269;Earthen Chestguard;372;Warrior;Plate Chest;Binds when picked up;Heroic
60329;Earthen Chestguard;359;Warrior;Plate Chest;Binds when picked up;Normal
65271;Earthen Faceguard;372;Warrior;Plate Head;Binds when picked up;Heroic
60328;Earthen Faceguard;359;Warrior;Plate Head;Binds when picked up;Normal
65265;Earthen Gauntlets;372;Warrior;Plate Hands;Binds when picked up;Heroic
60326;Earthen Gauntlets;359;Warrior;Plate Hands;Binds when picked up;Normal
65270;Earthen Handguards;372;Warrior;Plate Hands;Binds when picked up;Heroic
60332;Earthen Handguards;359;Warrior;Plate Hands;Binds when picked up;Normal
65266;Earthen Helmet;372;Warrior;Plate Head;Binds when picked up;Heroic
60325;Earthen Helmet;359;Warrior;Plate Head;Binds when picked up;Normal
65272;Earthen Legguards;372;Warrior;Plate Legs;Binds when picked up;Heroic
60330;Earthen Legguards;359;Warrior;Plate Legs;Binds when picked up;Normal
65267;Earthen Legplates;372;Warrior;Plate Legs;Binds when picked up;Heroic
60324;Earthen Legplates;359;Warrior;Plate Legs;Binds when picked up;Normal
65268;Earthen Pauldrons;372;Warrior;Plate Shoulder;Binds when picked up;Heroic
60327;Earthen Pauldrons;359;Warrior;Plate Shoulder;Binds when picked up;Normal
69949;Earthen Scale Sabatons;378;None;Mail Feet;Binds when picked up;Normal
65273;Earthen Shoulderguards;372;Warrior;Plate Shoulder;Binds when picked up;Heroic
60331;Earthen Shoulderguards;359;Warrior;Plate Shoulder;Binds when picked up;Normal
62363;Earthmender's Boots;359;None;Mail Feet;Binds when picked up;Normal
62046;Earthquake Deck;85;None;Items;Binds when picked up;Normal
72806;Echoing Headguard;378;None;Mail Head;Binds when picked up;Normal
65069;Einhorn's Galoshes;372;None;Cloth Feet;Binds when picked up;Heroic
59234;Einhorn's Galoshes;359;None;Cloth Feet;Binds when picked up;Normal
65085;Electron Inductor Coils;372;None;Plate Wrist;Binds when picked up;Heroic
59118;Electron Inductor Coils;359;None;Plate Wrist;Binds when picked up;Normal
78414;Electrowing Dagger;410;Rogue;Daggers;Binds when picked up;Heroic
77220;Electrowing Dagger;397;Rogue;Daggers;Binds when picked up;Normal
78422;Electrowing Dagger;384;Rogue;Daggers;Binds when picked up;LFR
55060;Elementium Deathplate;359;None;Plate Chest;Binds when picked up;Normal
71058;Elementium Deathplate Breastplate;378;Death Knight;Plate Chest;Binds when picked up;Normal
70955;Elementium Deathplate Chestguard;378;Death Knight;Plate Chest;Binds when picked up;Normal
70954;Elementium Deathplate Faceguard;378;Death Knight;Plate Head;Binds when picked up;Normal
71059;Elementium Deathplate Gauntlets;378;Death Knight;Plate Hands;Binds when picked up;Normal
71061;Elementium Deathplate Greaves;378;Death Knight;Plate Legs;Binds when picked up;Normal
70953;Elementium Deathplate Handguards;378;Death Knight;Plate Hands;Binds when picked up;Normal
71060;Elementium Deathplate Helmet;378;Death Knight;Plate Head;Binds when picked up;Normal
70952;Elementium Deathplate Legguards;378;Death Knight;Plate Legs;Binds when picked up;Normal
71062;Elementium Deathplate Pauldrons;378;Death Knight;Plate Shoulder;Binds when picked up;Normal
70951;Elementium Deathplate Shoulderguards;378;Death Knight;Plate Shoulder;Binds when picked up;Normal
55069;Elementium Earthguard;359;None;Off Hand;Binds when picked up;Normal
77952;Elementium Gem Cluster;400;Rogue;Simple Gems;Binds when picked up;Normal
55061;Elementium Girdle of Pain;359;None;Plate Waist;Binds when picked up;Normal
55070;Elementium Stormshield;359;None;Off Hand;Binds when picked up;Normal
78891;Elementium-Coated Geode;85;None;Other Items;Binds when picked up;Normal
70158;Elementium-Edged Scalper;365;None;One-Handed Axes;Binds when picked up;Normal
71810;Elven Peridot;85;None;Green Gems;Binds when picked up;Normal
71258;Embereye Belt;378;None;Cloth Waist;Binds when picked up;Normal
71265;Emberflame Bracers;378;None;Cloth Wrist;Binds when picked up;Normal
69948;Emberforged Elementium Boots;378;None;Plate Feet;Binds when picked up;Normal
78524;Emergency Descent Loop;410;None;Finger;Binds when picked up;Heroic
77111;Emergency Descent Loop;397;None;Finger;Binds when picked up;Normal
78599;Emergency Descent Loop;384;None;Finger;Binds when picked up;LFR
69953;Endless Dream Walkers;378;None;Cloth Feet;Binds when picked up;Normal
59458;Energized Bio-Optic Killshades;359;None;Mail Head;Binds when picked up;Normal
71833;Energized Elven Peridot;85;None;Green Gems;Binds when picked up;Normal
71787;Entrail Disgorger;378;None;Daggers;Binds when picked up;Normal
71301;Erupting Volcanic Cuirass;378;Shaman;Mail Chest;Binds when picked up;Normal
71298;Erupting Volcanic Faceguard;378;Shaman;Mail Head;Binds when picked up;Normal
71292;Erupting Volcanic Gloves;378;Shaman;Mail Hands;Binds when picked up;Normal
71302;Erupting Volcanic Grips;378;Shaman;Mail Hands;Binds when picked up;Normal
71297;Erupting Volcanic Handwraps;378;Shaman;Mail Hands;Binds when picked up;Normal
71291;Erupting Volcanic Hauberk;378;Shaman;Mail Chest;Binds when picked up;Normal
71293;Erupting Volcanic Headpiece;378;Shaman;Mail Head;Binds when picked up;Normal
71303;Erupting Volcanic Helmet;378;Shaman;Mail Head;Binds when picked up;Normal
71294;Erupting Volcanic Kilt;378;Shaman;Mail Legs;Binds when picked up;Normal
71304;Erupting Volcanic Legguards;378;Shaman;Mail Legs;Binds when picked up;Normal
71299;Erupting Volcanic Legwraps;378;Shaman;Mail Legs;Binds when picked up;Normal
71300;Erupting Volcanic Mantle;378;Shaman;Mail Shoulder;Binds when picked up;Normal
71295;Erupting Volcanic Shoulderwraps;378;Shaman;Mail Shoulder;Binds when picked up;Normal
71305;Erupting Volcanic Spaulders;378;Shaman;Mail Shoulder;Binds when picked up;Normal
71296;Erupting Volcanic Tunic;378;Shaman;Mail Chest;Binds when picked up;Normal
71998;Essence of Destruction;85;None;Other Trade Goods;Binds when picked up;Normal
65140;Essence of the Cyclone;372;None;Trinket;Binds when picked up;Heroic
59473;Essence of the Cyclone;359;None;Trinket;Binds when picked up;Normal
69002;Essence of the Eternal Flame;378;None;Trinket;Binds when picked up;Normal
66998;Essence of the Forlorn;85;None;Armor Tokens;Binds when picked up;Normal
71866;Etched Shadow Spinel;85;None;Purple Gems;Binds when picked up;Normal
69937;Eternal Elementium Handguards;378;None;Plate Hands;Binds when picked up;Normal
71141;Eternal Ember;80;None;Junk Items;Binds when picked up;Normal
58198;Eternal Pathfinders;359;None;Plate Feet;Binds when picked up;Normal
69952;Ethereal Footfalls;378;None;Leather Feet;Binds when picked up;Normal
76150;Evergreen Wristbands;378;None;Leather Wrist;Binds when picked up;Normal
78919;Experiment 12-B;85;None;Mount Items;Binds when picked up;Normal
78403;Experimental Specimen Slicer;410;None;Two-Handed Axes;Binds when picked up;Heroic
77217;Experimental Specimen Slicer;397;None;Two-Handed Axes;Binds when picked up;Normal
